id,string
10,"eʲɛ,  ʃon t̪oɾe ɐmɪ t̪oɾe ɐmɪ ɛktɐ kɔt̪ʰɐ bolɪ t̪oɾ d̪ɐd̪ɐ ɐmɐɾe eʃɔb ʃɔmpoɾke bolɪcʰe t̪oɾ ʃɔmpoɾke ɟe t̪u͡ɪ̯ kɛmon kɪ cʰɪlɪɾ t̪ɐ t̪oɾ d̪ɐd̪ɐ ɐmɐɾe bolɪcʰe, buccʰɪʃ?।"
11,"pot̪t̪ektɐ ɟɪnɪʃ buɟɔt̪e hɔbe, hɔʲt̪o, xoɾʃed̪ cɐcɐ͡o̯ mone kɔɾ ze, ʃe ɐmɐd̪eɾ ʃɐt̪e, ʃe ɔnek kɪcu lok cʰɪlo, ɐɾ, lok hɪʃɐbe ɐmɪ zɔt̪otuk kʰɐɾɐp d̪ekʰɪ nɐ͡ɪ̯ t̪ɐk।"
12,"ɐɾ ɟod̪ɪ d̪ɐd̪ɐɾ kɐcʰe ɐbɐɾ nɐlɪʃ d̪ee̯, ebɐɾ d̪ɐd̪ɐ ɟod̪ɪ ɐmɐɾe dɐhe d̪ɐd̪ɐɾ ʃɐt̪ʰe cɪllɐbɐnɪ।mɪɟɐɟtɐ kʰɐɾɐp ho͡ɪ̯ʲe ɟɐe̯, pɾot̪t̪ekbɐɾ ɛkek t̪ɐl bɐhɐnɐ hɔbe।"
13,"t̪ɔkʰone mone mone pɔɽɐ ɐ͡ɪ̯t̪ɪ nɐ, ʃɔb bʱulɪʲɐ <> ɐɾ kɐlemɐ nɐ ɐmmu pʰɔɾɐe̯ d̪ɪcʰɪlo, ɐllɐh, pʰɔɾeɾ t̪e ɐllɐh, ɐmɪ ɐllɐh o͡ɪ̯ ɟɪb d̪ɪʲɐ͡ɪ̯ pʰɔɾt̪e, oh bɐbɐ!।"
14,"ɐmɪ͡o̯ ɟɐnt̪ɐm nɐ, ɐmɪ t̪omɐɾ dʱɐkɐ t̪ʰe͡ɪ̯kɐ ɐ͡ɪ̯cʰɪ, ɐʲɐ pɔɾe ko͡ɪ̯, pʰɐʲɐɾ sɐɾbʱɪʃeɾ tɾenɪŋ koɾcʰɪt̪o, ɐmɪ t̪o ɟelɐɾ mod̪d̪ʱe ʃɪlekʃon e͡ɪ̯cʰɪ, cʰɔe̯ nɐmbɐɾ e͡ɪ̯cʰɪ।"
15,"ɟɐd̪eɾ, ɟɐɾɐ ɐmɐɾ ʃɐt̪e, ɐmɪ ɟɐd̪eɾ xozxɔbɔɾ nɪcɪ, t̪ɐɾɐ ɟɐɾɐ ɐmɐɾ xozxɔbɔɾ nɪce, bɐ zogɐɟog ɾɐkce  ɐmɐɾ ʃɐt̪e, t̪ɐd̪eɾ ʃɐt̪e͡ɪ̯ bond̪ʱut̪t̪o ɛkʰono ɐce।"
16,"bɔɾ t̪ʰɐʲe bɐɽɪ t̪ʰɐʲe bole beʃɪɾbʱɐg ʃumɐe̯ t̪ɐ kɔccʰe ɔ t̪ʰɐke nɐ t̪ʰɐkɐɾ mɔt̪o  ɛkd̪ɪn pʰon d̪ecʰelo, t̪ɐ ɔnek ummo kɔccʰe t̪umɐke ɐmɪ ɔnek mɪcʰo kɔt̪t̪ɪʃɪ।"
17,"ɟe, ɐmɪ ok buɟɪ ko͡ɪ̯lɐm ɟe, bond̪u, t̪umɪ pʰontɐ d̪ɪʲɐ d̪ɐ͡o̯, d̪ɔɾkɐɾ nɐ͡ɪ̯, mɐnuʃeɾ d̪u͡ɪ̯-cɐ͡ɪ̯ɾ-pɐʃʃo tɐkɐ kʰɐʲɐ, t̪umɪ pʰontɐ bɛce kɔe̯ tɐkɐ ɐɾ pɐbɐ?।"
18,"pɔɾe ɟɐ͡ɪ̯ʲe ɟe meʲedɐ meʲeɾ d̪ɐʲɪt̪t̪e ɾo͡ɪ̯cʰe d̪u͡ɪ̯t̪ɐlɐe̯, ʃe eʃemeʃ d̪ecʰe, kɔccʰe ɟe ɐpu ɐmɪ t̪o eɾom bʱɐbe d̪ehɪcʰɪlɐm mɐne d̪ot̪ɐlɐɾ ke͡u̯ necʰe kɪnɐ?।"
19,"t̪oɾ bɐbɐ ɛkʃo ɛkʃo bɐɾ o͡ɪ̯hene ɟɐgɐ mɐp ho͡ɪ̯cʰelo t̪oɾ bɐbɐ ɟɐne ɟe eʃob ɟɐgɐ oge, t̪oɾ bɐbɐ ɐ͡ɪ̯cʰelo hɐɟɪɾ ho͡ɪ̯cʰelo, kɔe̯ kɪ ɐmɐge ɟɐ͡o̯ʷɐɾ ʃumɔe̯ nɐ͡ɪ̯।"
20,"t̪umɪ ok pɐtonot̪o dɐkbɐ, ʃɐmɪm, ɐmɪ, t̪omɾɐʃho ok buɟɐ͡ɪ̯ bolbo, buɟɐ͡ɪ̯ʲɐ ɟod̪ɪ ne͡o̯ʷɐ ɟɐe̯, ɛkno bond̪u mɐnuʃ ɛktɐ ɔpɔɾɐd̪ koɾɪ pʰelce, elɐ kɪ koɾbɐ?।"
21,"pɔɾe o͡ɪ̯ meʲe, ɟɔkon ɐnʃɐɾ mɐstɐɾok ko͡ɪ̯lo, bond̪ʱu, bɪʃɔʲtɐ, d̪ekʰo ɐmɪ ɐmɐɾ ɟɐʲgɐe̯, ɟɐʲgɐ t̪ʰeke ɐmɪ t̪omɐke ɛktɐ ɟɪnɪʃ bolɪ, ɐmɪ kɐ͡u̯ke bolɪ nɐ͡ɪ̯।"
22,"ɪ͡u̯ɾɪʲɐk eʃɪdɪɾ ɟonnɪ ettɐ d̪ɪcʰɪlɐm, ɾɔkt̪o upɐd̪on hɔe̯ nɐ t̪ɐɾɪɾ ettɐ d̪ɪcʰɪlɐm।"
23,"e͡ɪ̯tɐ͡o̯ ɔneke, ɐmɐk ʃɪhɐb pʰon koɾɪ ko͡ɪ̯lo ɟe, eɾokom <> mɐɾɐ gelo, kɐ͡u̯ke kɪcu koʷɐɾ d̪ɔɾkɐɾ nɐ͡ɪ̯, etɐ ɐmɾɐ ge͡ɪ̯le, e͡ɪ̯ɟonne ɐmɾɐ cʰobɪ t̪ulɪ nɐ͡ɪ̯।"
24,"ʃuɟɔn bʱɐ͡ɪ̯, ɐmɾɐ e͡ɪ̯ kɔʲɟɔn cʰɪlɐm eboŋ ɐmɾɐ okʰɐne, ɐbɐɾ ɾuhul bʱɐ͡ɪ̯ ɐʃɪʲɐ pʰɪɾ nɐst̪ɐ ɛkpet kʰɐ͡o̯ʷɐ͡ɪ̯lo, kek-mek, cɐ-tɐ, etɐ-ʃetɐ kʰɐ͡o̯ʷɐ͡ɪ̯lo।"
25,hee̯ ɪʲɐɾ mɐ͡ɪ̯ɟe bɪʃʃokɐpo͡ɪ̯ t̪o debʱɪd oʷɐɾnɐɾ ɟelbɐ bɪʃʃokɐpo kʰello hee̯ d̪ehɪ bɔl mɐ͡ɪ̯ɾɐ d̪ehɪ debʱɪd oʷɐɾnɐɾ nɐkɪ mɐɾseɾe ɐ͡u̯t ko͡ɪ̯ɾɐ।
26,"ɐmɐɾ, pɔɾe, kʰɐɾɐp lɐgce, ɪŋlɪʃ poɾɪkkʰɐe̯ t̪u͡ɪ̯ t̪o ɟɐnɪʃ, ɐmɐɾ mɐmɐ hole cʰɪlo, nɐ ɐmɪ nɔe̯, d̪ɔʃ, egɐɾo, bɐɾo e͡ɪ̯ ɐ͡ɪ̯temgulɐ ʃɔbgulɐe̯ d̪ɪcɪ।"
27,"dɐkt̪ɐɾeɾ kɐcʰe cɐ͡ɪ̯ɾ-pɐ̃c d̪ɪn hene t̪ʰɐ͡ɪ̯kɐ oʃud̪ kʰɐ͡ɪ̯ʲɐ, dɐʲbetɪʃ nɪʲont̪ɾone ɐ͡ɪ̯nɐ, hɐɾteɾ oʃud̪ kʰɐ͡o̯ʷɐ bɐd̪ d̪ɪʲɐ t̪ɐɾpɔɾe ɔ͡ɪ̯lo ɔpɔɾeʃon।"
28,"dɐkt̪ɐɾeɾ kɐcʰe cɐ͡ɪ̯ɾ-pɐ̃c d̪ɪn hene t̪ʰɐ͡ɪ̯kɐ oʃud̪ kʰɐ͡ɪ̯ʲɐ, dɐʲbetɪʃ nɪʲont̪ɾone ɐ͡ɪ̯nɐ, hɐɾteɾ oʃud̪ kʰɐ͡o̯ʷɐ bɐd̪ d̪ɪʲɐ t̪ɐɾpɔɾe ɔ͡ɪ̯lo ɔpɔɾeʃon।"
29,"ɛktɐ cɪhno d̪ɛkʰɐ gelo ɐkɐʃt̪o e͡ɪ̯tɐ ho͡ɪ̯lo  d̪uɾbʱokkʰeɾ ɛktɐ lɔkkʰɔn, etɐ hɔɟoɾɔt̪o mohɐmd̪ ʃɐllɐllɐhu ɐlɐ͡ɪ̯hɪ sɐlɐm nɪɟe bole kɔʲɐ ge͡ɪ̯ʃe।"
30,ge͡ɪ̯l ɛktɐ bedɐe̯ ɐɾ kɔt̪o kʰelt̪o <> pʰɔɾe ko͡ɪ̯cʰe ɪʲɐ ɪʲɐɾ bɐlɐ ko͡ɪ̯cʰɪlo t̪o bɪpɪ͡e̯lo ɐmont̪ɾon ɟɐnɐ͡ɪ̯cʰɪn bɐlɐ hee̯ ko͡ɪ̯cʰe ʃɐmneɾtɐ bole kʰelbo।
31,"ɔhon ʃekend e͡ɪ̯cʰe, ɐmɪ͡ɪ̯ ɐmɐɾe ko͡ɪ̯cʰe, ɐmɪ ko͡ɪ̯cʰɪ sɛɾ ʃɔhokɐɾɪ ɐcʰe ɐɾɔmɐn, heɾe d̪eʲɐ d̪e͡ɪ̯n, ɐmɪ ɐbɐɾ pɪcʰe͡ɪ̯ t̪ʰɐhɪ, ɐmɐɾ ɔt̪o lɐgt̪onɐ।"
32,eno t̪ɔɾ buɟʱt̪e ɔ͡ɪ̯bo t̪u͡ɪ̯ bɔl d̪o͡u̯ɽ ɾɐnɪŋʲo t̪ʰɐhɐɾ ʃɔmɔe̯ bɔl delɪbʱɐɾɪɾ ʃɐt̪e-ʃɐt̪e delɪbʱɐɾɪ d̪ɪbo o͡ɪ̯ tɐ͡ɪ̯me t̪ɔɾ gɪʲɐ leg sɐ͡ɪ̯de ɔ͡ɪ̯t̪e ɔ͡ɪ̯bo।
33,"pɔt̪o, ɐmɪ d̪ekcʰɪ pɔt̪t̪ektɐ ɟɪnɪʃ eɾ mɐ͡ɪ̯d̪d̪e ʃo͡u̯d̪ɪ ɐɾɔbeɾ mɐ͡ɪ̯d̪d̪e ɪʲɐɾ lɐ͡ɪ̯ ɪʲɐ kɪ nɐ kɔe̯ kɐgoɟ d̪ɪʲɐ bɐnd̪e, pekedɪŋ t̪ɐhe pekedɪŋ।"
34,"pɔɾe d̪ud̪ʱ golcʰe, d̪ud̪ʱ ɟɐl d̪ɪcʰɪ , pɔɾe d̪ud̪ʱtɐ dʱɐlbɐm emun ʃɔmo mone ho͡ɪ̯t̪ɐcʰe ɟe ɟʱɐlo mɪʃtɪɾ ʃɔmɐhɐɾ hɔʲɐ e͡ɪ̯dɐ mone ho͡ɪ̯t̪ɐcʰe ɟe ɟʱɐlo mɪʃtɪɾ ʃɔmɐhɐɾ hɔʲɐ e͡ɪ̯dɐ mone ho͡ɪ̯t̪ɐcʰe ɟe ɟʱɐlo mɪʃtɪɾ ʃɔmɐhɐɾ hɔʲɐ e͡ɪ̯dɐ mone ho͡ɪ̯t̪ɐcʰe ɟe ɟʱɐlo mɪʃtɪɾ ʃɔmɐhɐɾ hɔʲɐ e͡ɪ̯dɐ mone ho͡ɪ̯t̪ɐcʰe ɟe ɟʱɐlo mɪʃtɪɾ ʃɔmɐhɐɾ hɔʲɐ e͡ɪ̯dɐ mone ho͡ɪ̯t̪ɐ"
35,"pʰɔɾe ɐmɪ ko͡ɪ̯ he t̪oɾɪ e͡ɪ̯ cʰeɽɐɾe t̪o ɐmɐɾ ɔnek cɪnɐ cɪnɐ lɐgt̪ɐcʰe, kɪnt̪u kedɐ ko͡ɪ̯ d̪ekʰcʰɪ, eɾ ʃɐt̪ʰe t̪o  ɐmɪ kunu pɾɐ͡ɪ̯bʱet pʰɔɾcʰɪ nɐ।"
36,komɽo gu͡ɪ̯zzɐ pɐcʃo tɪʲɐ ɛktɐ kɪ kɐlɐɾ zɐnɪ <> t̪u͡ɪ̯ ɛk kɐɟ kɔɾ zɐ t̪ʰɐhe bʱɐɽɐ ɛktɐ gɪpʰt zɐmu-ɐmu uttu fɐnɪ-cʰɐnɪ xɐ͡ɪ̯t̪ɐm nɐ।
37,"buɟcʰo pʰɔɾe nɐ, ɐmɪ sɛɾeɾe ko͡ɪ̯cʰɪ sɛɾ ɪmɾɐnɾe ɐɾ muʃɐɾpʰɔɾe d̪ɛn, eɾɐ d̪u͡ɪ̯ɟɔn kloɟ bond̪ʱu, ɛkʃɐt̪ʰe cɔlɐpʰeɾɐ koɾe, ɛkʃɐt̪ʰe ɐ͡ɪ̯ʲe।"
38,"o͡ɪ̯ ɟeɟɐɾ ɟomɪ o͡ɪ̯ o͡ɪ̯ ɟɐgɐ ɐcʰe, o͡ɪ̯hene ɐcʰe  ɟɐɾ ɟomɪ ʃe bɐɽɐ ɟɐne nɐ kɪnt̪u o ɟɐne ɟe t̪oɾ ɟomɪ kon d̪ɐge ɐmɪ ko͡ɪ̯ʲe d̪ɪt̪ɪ pɐɾɪ।"
39,ɔ͡ɪ̯t̪o nɐ ɔne ɟe͡ɪ̯ tɪ-toʲentɪ tɪmdɐ ɐcʰe bɐŋlɐd̪eʃeɾ t̪ulnɐmulk bʱɐbe cɔle ɟod̪ɪ openɪŋʲe t̪ɔɾ lɪtne bɐ ɪʲɐe̯ kʰe͡ɪ̯llɐ d̪ɪʲɐ ɟɐ gɐ।
40,"hɛ̃, ʃe͡ɪ̯ ʃɔmɔe̯ ɐmɾɐ kɐptɐ pɐ͡ɪ̯ nɐ͡ɪ̯, ʃetɐ, ɐmɾɐ ɔɟosɾo kɐnnɐkɐtɪ koɾcɪ, kɪnt̪u ebɐɾ ɐmɾɐ e͡ɪ̯ sɐle kɐptɐ ɟoʲɪ koɾcʰɪ, t̪ɐ͡ɪ̯ nɐ?।"
41,"t̪omɐd̪eɾ ʃɐt̪e ge͡ɪ̯cʰɪ, t̪omɐd̪eɾ ʃɐt̪e ɛkt̪ɔɾpʰɐ d̪ɪcɪ gɪpʰt, kɪnt̪u ɐmɪ ɐld̪ɐbʱɐbe͡o̯ ɐmɐɾ pʰemɪlɪɾ pɔkkʰo t̪ʰeke ɐld̪ɐbʱɐbe ɐɾektɐ gɪpʰt।"
42,"d̪ɔʃ ɐɟɐɾ bɐɾo ɐɟɐɾ tɛhɐ bɪgɐ <> , t̪ɔhonkɐɾ ʃɔmɔʲe ɟod̪ɪ pɐ̃c lɐkʰ tɛhɐ͡o̯ t̪ʰɔe̯, ehon he͡ɪ̯ tɛhɐ bɪʃ lɐkʰeɾ upɔɾe ho͡ɪ̯ʲɐ gecʰe gɐ।"
43,"d̪ɔʃ ɐɟɐɾ bɐɾo ɐɟɐɾ tɛhɐ bɪgɐ <> , t̪ɔhonkɐɾ ʃɔmɔʲe ɟod̪ɪ pɐ̃c lɐkʰ tɛhɐ͡o̯ t̪ʰɔe̯, ehon he͡ɪ̯ tɛhɐ bɪʃ lɐkʰeɾ upɔɾe ho͡ɪ̯ʲɐ gecʰe gɐ।"
44,"ɐmɐge e͡ɪ̯ ɟe bɐd̪ʱɐɾ ɾɐhɪcʰelo nɐ d̪ebe ko͡ɪ̯ʲe ko͡ɪ̯ʲe o͡ɪ̯ bʱɪte tʰuk ɐmɐge d̪ebe, o͡ɪ̯ bʱɪte o͡ɪ̯ge nɐme d̪olɪl hoccʰelo nɐ, e͡ɪ̯ɟonnɪ mɛlɐ।"
45,"ɐbɐɾ ɟod̪ɪ bɐlɐ bʱɪʃɐ ɐʲe bɪd̪eʃt̪e, ɟod̪ɪ sɛɾeɾɐɾ ʃɐt̪e bɐlo ʃuʃɔmpokko t̪ʰɐʲe t̪e pʰɾɪt̪e ɟɐ͡ɪ̯be t̪ɪɾɪʃ hɐɟɐɾ tɛhɐ lɐgbo।"
46,"kɐɾon ɛkʰɐne ɐmɾɐ cʰɪlɐm ɔnekd̪ɪn <> pelɐs <> t̪ʰɐkcʰɪ, pelɐs o͡ɪ̯ ɟɐʲgɐe̯ t̪ʰɐkcʰɪ eboŋ e͡ɪ̯ mɐtʰe ɐmɾɐ ɔnek boʃe, ʃut̪e, kʰelecʰɪlɐm।"
47,"ɐmɪ ko͡ɪ̯ ɐmɐɾ ɛk bond̪ʱu not̪un he fe͡ɪ̯zbuke not̪un ɪ͡u̯tɪ͡u̯b ɪʲɐ pe͡ɪ̯z kʰulcʰe, eboŋ ɪ͡u̯tɪ͡u̯b kʰulcʰe, pe͡ɪ̯ze ɪʲɐ ehɐzɐɾ fɔloʷɐɾ e͡ɪ̯cʰe।"
48,"e͡ɪ̯ɟe ɐmɾɐɾ t̪o ɪʲɐ ɐcʰenɐ, ɔpʃonɐl ʃɐbɟektɔ kɪnt̪u pʰɪnnɐns o ne͡o̯n ɟɐe̯, ut̪pɐd̪on o ne͡o̯n ɟɐe̯, ɐbɐɾ bʱugol o ne͡o̯n ɟɐe̯ ।"
49,pɔt̪ʰome͡ɪ̯ t̪umɐɾ ekseɾe-mekseɾe koɾbennɐkɪ?t̪umɐɾ kɪ kɪ ʃɔmeʃʃɐ ɐcʰe  e͡ɪ̯ ʃɔb ʃonbene ɐɾ o͡ɪ̯ poɾɪkkʰɐ gulok kɔt̪t̪ɪ d̪ebene।
50,"epɐke ʃɪboɾ ɛkpɐʃe, d̪u͡ɪ̯pɐke d̪u͡ɪ̯ɟon, bʱɐg koɾɪʲɐ kʰelɐ o͡ɪ̯ ɟe ʃɔkɐlbelɐ bʱoɾot̪ ʃukɾobɐɾ koɾɪ o͡ɪ̯llɐ kʰelɐ kɪ d̪ʱumce ho͡ɪ̯cɪl।"
51,"mɐ bole mone mone ɐmɐɾ ɟonnɪ tʰɪk ko͡ɪ̯ɾe ɾɐhɪcʰɪlo, ebɐɾ bɐbɐɾ xɔɾze ɐ͡ɪ̯cʰe hɛ, ʃe ɐbɐɾ genzɪ hɐf pɛnt cʰɐɽɐ pɔɾe nɐ।"
52,ɾonɪʲe heɾe ɐmɪ ko͡ɪ̯lɐm hee̯ kɪccʰu koɾt̪ɐɾt̪o nɐ bɐlɐ bolɪŋ <> t̪uɾu nɐ hee̯ ɔne ɟe͡ɪ̯ kʰelɐ kʰelt̪ɐcʰe e͡ɪ̯ mɪle ɟod̪ɪ kʰelt̪ɐɾe।
53,"kono bɛpɐɾ nɐ, t̪ɐd̪eɾ ɐmɪ, t̪omɐɾ ɛktɐ ʃɐbɟektɔ pʰel kɔɾɐ͡ɪ̯ce, t̪ɐd̪eɾ ɐmɪ t̪ɪntɐ, cɐ͡ɪ̯ɾtɐ, pɐʃtɐ ʃɐbɟekt pʰel kɔɾɐbo।"
54,"tɐkɐ t̪ollo, eɾɐ ɛktɐ ɟɪnɪʃ buɟɔbe nɐ, e͡ɪ̯tɐ ɐɾ buɟɔlo nɐ, t̪oɾ ʃɐt̪e ɟud̪ɪ bɪʲɛtɐ ho͡ɪ̯t̪o, oe̯ kɪnt̪u ɔnek ʃukʰe t̪ʰɐkt̪o।"
55,"e bɪʃɔʲtɐ ɟɔkʰon ɐnʃɐɾ mɐstɐɾke, ɐnʃɐɾ mɐstɐɾ o͡ɪ̯ meʲetɐk ɟɪgges koɾcʰe ɟe, ɐmɐke͡o̯ dɪɾektɔ d̪ekʰɐ͡ɪ̯cʰe ɟe o͡ɪ̯de kɪ ɐmɪ?।"
56,"ɐ͡ɪ̯ɟɟɐ d̪ekcʰɪ ɪʲɐ, ʃu, cɐmɽɐɾ ɟut̪ɐmut̪ɐ pʰɪ͡ɪ̯nd̪ɐ, kɐlɐ ʃɐt mɐt̪ pʰɪ͡ɪ̯nd̪ɐ, cɔʃmɐ ɔʃmɐ pʰɪ͡ɪ̯nd̪ɐ, pʰɔɾe d̪ehɪ ʃɔhɐle ɟɐ ko͡ɪ̯।"
57,"ɛktɐ bʱɐgonɐ mɐcʰ ɐcʰe, d̪u͡ɪ̯tɐ tukɾɐ ko͡ɪ̯ɾɐ mɐcʰtɐ kɐ͡ɪ̯to ɐɾ ɐlu d̪ɪʲɐ, dɐtɐ d̪ɪʲɐ, kɪ ɐcʰe hod̪o, begun ɟɐ ɐcʰe t̪ɐ͡ɪ̯ d̪ɪʲɐ <>।"
58,"ɛktɐ bʱɐgonɐ mɐcʰ ɐcʰe, d̪u͡ɪ̯tɐ tukɾɐ ko͡ɪ̯ɾɐ mɐcʰtɐ kɐ͡ɪ̯to ɐɾ ɐlu d̪ɪʲɐ, dɐtɐ d̪ɪʲɐ, kɪ ɐcʰe hod̪o, begun ɟɐ ɐcʰe t̪ɐ͡ɪ̯ d̪ɪʲɐ <>।"
59,"ɟe, uʲɛɾ lɐ͡ɪ̯pʰe, uʲɛɾ pɐʃe ɐmɾɐ e͡ɪ̯ kɔʲɟɔn lok, ɟe͡ɪ̯ kɔɟoneɾ nɐm konuŋ, e͡ɪ̯ kɔʲɟɔn lok cʰɐɽɐ oɾ pɐʃe ɐɾ ke͡u̯ cʰɪlo nɐ।"
60,"ko͡ɪ̯t̪ɐɾbɐ t̪umɪ ko͡ɪ̯t̪ɐɾbɐ e͡ɪ̯no d̪ɐɽɐʲɐ ɟe t̪umɪ tʰɪk ʃɔmɔʲe, ɟɔhon kɔ͡o̯,  eɾpʰɔɾe ɐd̪ʱɐ gʱɔntɐ pʰɔɾe ɟɐ͡o̯ nɐ͡ɪ̯le ɛk gʱɔntɐ pʰɔɾe ɟɐ͡o̯।"
